LoanID,CustomerID,Amount,InterestRate,LoanDate,TermMonths
13085,170192,22376.84,18.46,2020-05-12,6
13086,165424,17866.18,18.54,2023-04-19,48
13087,175838,39992.53,9.33,2022-03-24,12
13088,170966,42800.86,15.18,2020-11-16,24
13089,141366,41989.46,13.85,2023-02-26,12
13090,127425,31577.09,8.1,2024-07-30,36
13091,152328,15513.79,5.09,2020-05-08,6
13092,167396,14550.72,16.07,2020-04-04,6
13093,171694,12204.12,16.58,2023-06-08,48
13094,105806,8177.19,7.37,2022-10-04,48
13095,186274,20236.15,7.95,2021-09-23,48
13096,117106,42946.36,5.31,2020-07-02,60
13097,156731,49812.44,9.12,2020-08-20,12
13098,175010,34986.14,19.37,2021-05-23,48
13099,182533,8651.43,13.68,2023-01-15,36
13100,132599,34004.59,7.88,2024-11-06,36
13101,171326,14492.56,18.02,2020-01-17,24
13102,175706,36164.09,14.24,2021-05-29,60
13103,109004,12578.01,13.57,2021-12-24,24
13104,151364,9039.18,15.43,2022-05-07,6
13105,125792,32089.23,5.16,2023-07-14,6
13106,195752,34572.41,14.21,2021-09-30,48
13107,164912,10053.83,9.16,2024-01-03,36
13108,154645,26088.39,11.01,2022-09-15,36
13109,107232,44151.81,10.8,2021-09-12,60
13110,178210,34556.02,14.2,2020-07-13,6
13111,154766,34118.13,12.43,2020-09-23,36
13112,181588,36454.14,11.3,2024-08-20,60
13113,148542,18151.07,12.3,2020-04-16,24
13114,105913,11091.34,12.58,2024-03-23,60
13115,193449,36941.59,14.03,2023-03-19,6
13116,110567,40785.1,19.09,2023-10-31,36
13117,138379,44894.51,11.78,2021-06-04,12
13118,174968,39966.71,13.99,2024-05-07,60
13119,100319,17958.37,10.73,2020-09-19,60
13120,190005,23881.67,10.17,2022-12-22,24
13121,192026,39215.58,5.89,2023-09-20,12
13122,186120,27342.15,18.37,2024-11-19,24
13123,104791,28300.66,17.51,2022-10-28,24
13124,197272,47184.72,5.59,2020-08-22,48
13125,100329,47922.8,16.32,2021-01-02,24
13126,174387,38299.58,19.18,2020-11-29,24
13127,161032,40668.77,8.85,2022-02-11,24
13128,144078,13959.44,5.92,2022-05-31,24
13129,188662,30097.01,19.94,2022-01-21,36
13130,121300,24418.36,8.62,2021-06-28,36
13131,175700,3011.36,14.41,2023-05-19,60
13132,150945,44293.22,8.17,2022-03-06,6
13133,155609,15489.91,11.47,2024-07-11,60
13134,160562,46656.62,19.76,2022-04-24,12
13135,190045,32188.46,7.52,2020-10-31,60
13136,161901,40839.39,13.06,2021-03-13,48
13137,105703,23479.69,8.83,2023-08-24,12
13138,192645,10183.33,16.93,2024-09-22,60
13139,163115,43861.26,15.24,2022-12-16,24
13140,188090,39348.76,9.86,2020-02-02,24
13141,127676,37972.65,12.9,2024-01-18,12
13142,161710,11426.7,15.18,2021-04-20,24
13143,160077,26560.72,11.96,2024-05-26,36
13144,189340,16808.78,6.27,2020-06-21,60
13145,145440,31026.06,10.14,2024-05-05,48
13146,136923,27088.94,7.83,2020-12-29,6
13147,129802,9691.73,10.37,2020-05-05,36
13148,190331,31562.77,9.94,2020-02-20,6
13149,162904,2870.63,19.28,2021-09-21,24
13150,160162,4466.15,13.92,2024-01-04,24
13151,165169,9956.23,15.09,2024-08-22,36
13152,168147,29361.41,10.88,2020-12-20,24
13153,122075,38214.88,10.39,2023-03-02,12
13154,182015,39341.07,16.67,2024-06-07,12
13155,174716,14555.27,14.2,2023-06-08,6
13156,109304,19826.1,17.66,2024-07-11,60
13157,159622,12453.77,15.32,2022-02-06,24
13158,154215,2779.75,14.9,2022-02-27,6
13159,180146,25257.79,12.47,2024-12-29,36
13160,173973,27708.15,15.23,2020-06-25,12
13161,112521,46819.1,13.64,2021-08-20,60
13162,124028,35882.0,11.74,2024-01-07,12
13163,139328,46780.85,12.4,2021-04-06,12
13164,127301,14695.67,17.04,2022-11-27,36
13165,138015,36505.86,18.14,2023-08-28,60
13166,187276,30316.28,14.16,2021-10-13,24
13167,136845,15543.07,19.01,2024-10-08,36
13168,186818,11346.33,11.19,2024-07-24,6
13169,176394,15260.95,19.44,2023-05-12,60
13170,144159,49004.57,19.27,2023-02-21,60
13171,143714,2137.37,16.49,2022-10-07,60
13172,180722,45336.85,9.21,2020-05-03,6
13173,199721,38812.6,14.12,2024-08-02,12
13174,196730,27635.95,18.13,2024-08-28,24
13175,125230,43053.95,18.06,2020-12-05,48
13176,192554,3546.37,5.43,2021-07-27,12
13177,149262,27667.14,8.38,2020-10-31,24
13178,190201,14985.74,13.91,2022-11-06,36
13179,141722,1480.43,12.56,2024-12-23,12
13180,146359,31333.31,7.04,2020-08-19,6
13181,162796,33230.27,17.41,2021-06-12,48
13182,140159,29948.03,14.49,2021-08-29,60
13183,187052,20134.22,13.82,2020-10-03,48
13184,190209,40409.32,12.94,2024-10-14,48
13185,105239,17814.78,18.92,2024-05-07,12
13186,191951,30593.95,17.1,2023-10-03,36
13187,150886,49806.84,19.99,2021-08-25,36
13188,127195,42446.57,10.4,2021-07-07,12
13189,194859,32569.48,17.11,2021-01-27,60
13190,196299,34034.31,12.78,2024-02-12,12
13191,134674,42209.06,14.22,2022-05-29,24
13192,118105,9614.66,15.21,2023-10-28,48
13193,129739,6400.22,12.39,2022-04-15,12
13194,131969,11823.85,6.42,2021-05-17,24
13195,114497,37482.45,9.82,2023-08-09,60
13196,101816,38716.89,9.32,2024-10-07,24
13197,192019,2381.69,14.84,2020-07-06,12
13198,159254,3938.91,8.03,2024-10-24,24
13199,187695,49096.69,18.47,2023-08-22,36
13200,169385,25113.04,7.41,2023-06-02,48
13201,187148,27259.27,7.15,2024-01-19,12
13202,133826,30996.93,6.27,2024-10-19,36
13203,163365,48257.72,7.67,2023-05-14,60
13204,184242,8815.5,9.62,2022-06-16,6
13205,150100,32021.01,12.5,2020-04-02,6
13206,190099,4714.54,17.28,2022-02-05,48
13207,104359,26158.8,6.61,2024-05-15,60
13208,196205,22573.04,13.21,2023-05-13,6
13209,112809,14141.22,9.57,2024-01-26,6
13210,164450,22587.08,6.1,2022-02-20,60
13211,138428,35214.64,11.28,2024-03-21,6
13212,194990,42208.13,8.74,2020-06-01,12
13213,172790,39460.33,14.45,2022-12-23,48
13214,190321,29658.3,5.2,2020-02-21,60
13215,102093,44951.96,18.05,2021-09-29,36
13216,144498,34998.68,8.84,2020-01-06,6
13217,140985,42075.0,17.47,2023-04-07,6
13218,132009,20513.42,18.31,2022-04-06,36
13219,182094,35220.29,15.58,2020-02-04,24
13220,117718,4650.77,14.42,2024-02-27,36
13221,116705,47899.76,7.98,2021-08-26,12
13222,187618,31836.14,19.97,2023-12-11,60
13223,162598,42978.67,17.84,2021-09-24,12
13224,177878,24784.51,15.67,2022-08-15,24
13225,112239,2511.33,12.72,2021-06-12,12
13226,146622,25110.0,17.93,2020-06-17,60
13227,146665,36563.62,15.55,2022-09-29,24
13228,132274,4201.03,5.38,2022-10-18,48
13229,111419,5914.78,6.62,2023-11-01,36
13230,115003,3660.84,9.69,2020-11-18,60
13231,130866,6874.15,18.91,2022-05-18,48
13232,121988,31102.73,15.8,2021-10-21,12
13233,155894,43845.24,11.59,2021-04-06,6
13234,190444,24075.26,14.81,2024-06-18,36
13235,105674,40630.43,17.56,2023-09-15,60
13236,170538,20530.47,5.19,2020-09-11,24
13237,193103,42908.25,5.17,2021-05-20,12
13238,166446,8720.45,17.59,2024-03-10,24
13239,129072,29122.9,5.92,2021-12-27,36
13240,133717,26488.11,18.76,2021-12-10,36
13241,187345,6039.08,16.36,2023-07-03,12
13242,126651,12673.84,10.25,2024-02-15,48
13243,144291,24746.36,12.32,2021-06-16,12
13244,163350,38820.45,18.2,2023-08-17,36
13245,182020,45333.7,9.88,2020-11-21,36
13246,104646,37046.96,10.19,2021-07-10,6
13247,139713,15357.7,5.56,2024-02-20,60
13248,167936,6036.31,12.82,2024-06-16,36
13249,144331,26735.71,10.83,2022-06-02,12
13250,122185,17874.01,16.33,2021-05-23,6
13251,184263,28602.67,6.41,2024-12-14,6
13252,198656,20499.26,13.37,2023-12-21,48
13253,152107,19580.54,9.82,2024-02-26,6
13254,166554,45687.1,15.9,2021-03-08,6
13255,117563,33709.23,7.2,2021-12-01,12
13256,170729,33815.6,17.89,2020-06-11,60
13257,115701,7552.31,9.17,2020-10-04,24
13258,169072,20093.55,15.33,2021-04-27,60
13259,148217,38375.61,10.16,2020-03-24,12
13260,144610,28780.47,19.74,2022-11-20,12
13261,184422,23557.8,15.27,2021-12-04,24
13262,150131,48665.23,10.93,2020-01-03,36
13263,129410,7682.07,7.65,2021-03-17,6
13264,199280,8877.32,15.96,2021-11-14,36
13265,158715,28599.1,17.01,2021-06-02,12
13266,138665,20853.7,10.33,2024-03-18,12
13267,115957,24553.5,8.4,2021-09-03,60
13268,148127,27845.85,15.6,2024-05-28,48
13269,163589,7246.04,5.59,2024-09-13,60
13270,146008,14235.94,17.81,2022-06-03,60
13271,161920,27320.63,15.79,2021-11-24,6
13272,132875,10484.15,10.81,2021-03-05,24
13273,101626,42139.89,17.72,2024-05-08,48
13274,190815,39390.91,6.19,2023-04-13,36
13275,163822,28840.34,17.79,2023-10-06,12
13276,171765,25251.42,6.82,2020-10-30,60
13277,172413,46548.36,11.42,2021-01-12,6
13278,133642,37864.52,5.19,2021-10-01,60
13279,138311,2868.31,12.85,2021-03-12,12
13280,132356,11945.76,11.56,2021-07-03,6
13281,103809,4576.12,10.03,2022-12-10,60
13282,143371,49739.55,16.03,2021-12-24,12
13283,134875,21687.35,10.96,2020-02-24,48
13284,109465,7575.63,14.24,2024-06-22,60
13285,166095,18550.33,16.13,2021-04-09,24
13286,173844,49017.5,19.79,2022-04-22,36
13287,165250,8007.08,15.36,2022-10-12,48
13288,186889,18490.24,6.75,2022-01-13,60
13289,115250,14514.24,19.0,2023-11-29,24
13290,146023,39720.63,11.74,2024-05-10,48
13291,146624,2249.81,10.85,2023-04-20,24
13292,116427,47389.02,8.24,2024-10-30,48
13293,133276,43566.14,8.14,2023-08-22,60
13294,171643,18854.03,10.49,2020-12-02,60
13295,179012,45161.37,15.02,2021-08-04,60
13296,103439,21860.96,18.84,2024-12-16,12
13297,185848,15304.2,11.19,2022-07-17,60
13298,187331,20943.26,9.36,2020-01-08,36
13299,178672,41424.92,7.45,2024-02-09,12
13300,179703,28495.38,14.22,2022-01-01,60
13301,117300,11643.75,7.72,2021-01-02,24
13302,160289,4414.64,18.91,2020-12-31,36
13303,117182,30721.29,15.6,2020-08-27,12
13304,170507,41102.28,19.86,2024-11-17,60
13305,150912,42920.15,11.19,2022-10-03,60
13306,126909,41323.42,6.93,2021-01-22,6
13307,119659,26158.22,7.26,2024-03-09,12
13308,131403,19508.15,6.68,2020-10-16,48
13309,133586,48794.73,8.46,2021-08-07,6
13310,110360,46198.14,19.29,2024-11-30,24
13311,121424,37849.4,8.34,2020-03-22,36
13312,198035,22073.54,5.8,2020-09-06,48
13313,148791,48699.83,11.69,2021-07-15,12
13314,103065,19321.25,6.7,2021-03-24,60
13315,168795,34539.66,17.21,2023-09-28,24
13316,112300,15421.1,5.33,2022-02-18,36
13317,133370,41948.23,10.19,2022-09-08,36
13318,169831,43146.55,12.74,2022-05-17,48
13319,127209,25946.91,7.38,2024-01-03,48
13320,120927,28546.57,12.62,2023-05-16,24
13321,134579,47479.42,9.5,2022-02-01,48
13322,109032,7963.86,8.02,2022-11-01,24
13323,193254,24097.9,16.32,2023-06-19,6
13324,178413,26892.73,16.66,2024-02-02,60
13325,140731,41005.7,17.56,2021-12-26,48
13326,192202,39113.07,10.96,2024-11-01,24
13327,153767,30501.37,18.15,2024-04-29,60
13328,172302,8624.07,7.43,2020-12-17,12
13329,149954,20904.01,16.55,2023-06-23,60
13330,188365,5469.12,16.07,2020-10-23,36
13331,185757,8367.25,14.65,2022-12-22,24
13332,125102,12098.84,14.86,2022-01-29,36
13333,134433,17349.33,8.16,2021-07-18,36
13334,115932,22568.61,17.07,2024-10-02,36
13335,125714,36312.82,11.69,2024-01-22,6
13336,157803,2135.93,6.73,2023-03-30,24
13337,139743,43726.89,19.9,2023-08-22,48
13338,102552,49611.94,12.0,2022-07-09,36
13339,156627,48241.67,19.39,2020-12-21,12
13340,145987,21823.78,6.36,2024-10-22,24
13341,179810,20568.67,6.0,2023-05-10,6
13342,145380,26593.94,5.84,2024-04-01,36
13343,129250,33565.68,18.76,2023-12-04,6
13344,168344,14602.03,5.25,2020-09-14,48
13345,164686,33091.91,17.9,2022-09-19,12
13346,145028,16152.96,18.52,2023-04-20,24
13347,115295,33372.66,12.62,2024-01-11,60
13348,155248,32981.96,10.25,2023-01-10,12
13349,180205,1040.63,19.24,2021-01-30,48
13350,110523,43691.24,5.77,2022-12-28,24
13351,145530,10434.89,13.18,2022-11-02,12
13352,113769,49645.24,13.03,2021-02-08,6
13353,163042,27951.96,13.05,2020-11-01,6
13354,144645,19938.78,14.54,2021-01-22,36
13355,190743,5493.99,5.63,2021-02-20,60
13356,162142,34368.19,6.33,2021-08-15,24
13357,125557,18629.52,6.16,2022-10-28,60
13358,179782,48185.82,12.03,2020-12-13,12
13359,178382,43006.35,17.62,2022-10-02,36
13360,137085,7096.22,7.81,2020-03-12,36
13361,150708,23426.67,11.02,2023-04-28,48
13362,151357,22761.34,5.64,2024-06-19,48
13363,113470,35730.0,10.84,2024-03-20,36
13364,178712,14374.45,8.21,2022-01-13,60
13365,179082,41974.89,12.9,2022-04-17,48
13366,106805,47131.16,8.78,2021-06-29,48
13367,182324,28064.64,14.31,2020-09-21,36
13368,194884,46435.35,6.05,2020-11-10,60
13369,162028,16942.67,15.8,2024-10-17,36
13370,150772,16549.31,8.28,2020-07-28,48
13371,152104,36443.82,17.64,2022-11-13,36
13372,173616,22773.81,9.75,2020-04-08,12
13373,189300,14531.59,8.76,2021-11-18,36
13374,106630,16172.34,9.11,2023-06-11,24
13375,198869,41785.82,8.24,2023-06-18,24
13376,115701,32702.87,7.17,2023-09-16,36
13377,114859,39781.76,5.47,2023-01-27,60
13378,121183,21225.98,12.81,2024-03-13,48
13379,140438,47002.17,5.52,2024-02-13,36
13380,197285,44644.62,13.11,2021-05-21,12
13381,197423,2753.67,15.18,2020-06-27,60
13382,142244,18882.12,13.71,2020-04-09,12
13383,174312,4622.18,19.3,2024-09-03,48
13384,115021,12652.25,19.25,2024-08-04,36
13385,169863,46358.54,12.23,2023-05-24,36
13386,155565,44900.09,15.85,2021-04-11,12
13387,148043,3748.73,7.74,2020-06-13,6
13388,173150,2753.0,14.29,2020-03-11,48
13389,164361,32648.77,7.45,2023-09-04,48
13390,101245,12556.53,13.38,2021-04-05,36
13391,141011,1108.88,19.94,2024-06-03,48
13392,110355,41814.98,5.1,2021-11-27,48
13393,198841,19829.65,6.29,2023-06-19,24
13394,148692,21442.67,14.55,2021-02-19,24
13395,149004,6352.24,7.0,2024-04-08,6
13396,129714,24286.93,14.54,2022-12-10,12
13397,117198,39034.6,19.49,2023-06-08,60
13398,166951,15682.01,7.28,2020-02-11,48
13399,101652,41565.73,6.97,2023-11-27,60
13400,143625,32860.94,12.36,2022-03-04,48
13401,185982,21340.13,10.41,2020-07-27,48
13402,118740,25727.61,6.9,2022-12-04,6
13403,103810,6476.67,15.68,2020-06-20,6
13404,116569,44800.96,15.92,2023-08-21,48
13405,199855,44798.97,9.77,2020-07-10,60
13406,179120,19740.13,8.13,2022-01-28,6
13407,126783,33288.73,9.96,2022-08-15,36
13408,199065,38466.29,16.56,2023-12-12,36
13409,178047,41459.46,19.38,2021-07-30,60
13410,109471,36508.82,8.75,2022-12-14,48
13411,106163,25555.72,18.79,2021-10-10,36
13412,163087,35194.45,5.99,2020-11-17,60
13413,162071,47423.66,16.23,2021-05-30,6
13414,116065,24100.22,17.07,2021-09-24,48
13415,183456,5006.38,19.55,2021-05-12,48
13416,148348,40620.79,8.94,2024-09-10,12
13417,119154,36341.53,10.9,2020-03-21,24
13418,120229,15549.56,18.1,2020-10-08,36
13419,152587,29824.19,7.05,2022-06-01,48
13420,149713,4569.71,15.56,2024-05-03,24
13421,126997,24472.45,14.37,2024-01-10,12
13422,121101,20552.69,13.15,2021-01-21,12
13423,140391,13288.17,7.61,2024-11-26,6
13424,175863,8533.92,19.28,2021-06-02,60
13425,172723,17842.08,15.81,2021-05-16,6
13426,195221,46870.14,8.85,2024-03-08,48
13427,159405,26171.24,17.38,2021-02-20,36
13428,134948,10855.53,16.89,2021-01-28,48
13429,153031,41936.05,19.07,2024-09-23,48
13430,137921,14201.54,17.44,2021-12-03,60
13431,172571,40333.54,15.69,2020-12-06,24
13432,177007,1817.53,17.69,2021-12-28,24
13433,128460,46245.36,16.85,2023-12-26,6
13434,121071,27191.57,12.8,2021-07-15,6
13435,166118,38398.18,17.53,2020-09-20,60
13436,148282,16396.75,17.2,2020-02-03,60
13437,191725,42454.75,7.85,2020-03-25,12
13438,158445,34891.01,17.94,2022-01-11,12
13439,181067,3308.35,17.39,2024-04-15,60
13440,182208,2990.36,18.47,2021-09-02,6
13441,154816,18690.66,9.45,2021-05-02,12
13442,185779,3542.06,15.89,2020-07-11,12
13443,103060,3121.79,15.7,2021-12-25,36
13444,113731,19504.11,14.02,2020-07-29,6
13445,177830,12310.51,7.15,2023-11-20,36
13446,120719,18190.99,8.84,2022-11-22,24
13447,147042,20771.63,9.35,2020-12-11,6
13448,149116,5198.36,8.48,2024-12-22,48
13449,126325,30691.21,9.97,2021-02-19,6
13450,122597,18046.55,8.69,2023-04-10,24
13451,167439,38276.51,9.46,2024-01-10,12
13452,114551,49570.46,15.78,2023-05-22,60
13453,193287,19695.1,9.98,2023-05-19,24
13454,124278,37355.3,13.9,2022-10-26,24
13455,191189,15466.7,12.02,2023-05-02,36
13456,115141,40751.56,12.59,2020-10-01,36
13457,167913,34467.09,11.5,2023-09-22,24
13458,133615,13211.54,19.22,2022-05-28,12
13459,162751,23571.32,14.32,2022-12-03,6
13460,127452,40501.56,8.45,2020-07-22,60
13461,122725,35763.39,10.34,2022-08-13,24
13462,150391,2549.75,11.62,2020-09-04,24
13463,175060,1075.73,9.91,2023-07-06,36
13464,111698,37938.98,11.88,2023-02-03,24
13465,186711,23228.92,7.75,2023-04-30,60
13466,177850,26062.79,8.86,2021-03-19,48
13467,102365,48267.82,9.06,2023-01-05,12
13468,197553,7478.57,6.71,2020-09-30,6
13469,197662,2578.54,7.56,2024-11-26,48
13470,143372,10259.59,14.7,2023-03-26,48
13471,144134,35914.45,18.74,2020-12-22,60
13472,137823,9926.17,13.59,2020-03-24,36
13473,171158,26903.76,12.07,2024-03-02,60
13474,196076,42926.67,7.2,2020-10-31,36
13475,101949,42178.58,5.9,2021-10-12,12
13476,149396,11303.56,19.93,2022-01-26,6
13477,131912,44962.37,9.4,2021-05-03,60
13478,156947,49697.74,5.9,2021-05-31,36
13479,197697,48726.9,13.61,2022-02-04,12
13480,144387,44668.36,9.9,2021-02-20,60
13481,163965,4092.71,8.02,2024-11-26,24
13482,116508,31731.85,11.16,2023-05-28,6
13483,145592,22558.12,5.43,2020-04-14,48
13484,101919,14685.56,10.8,2024-02-29,36
13485,142595,16460.34,8.35,2024-05-05,60
13486,109617,47210.97,16.65,2020-12-03,6
13487,175268,47649.14,7.88,2022-01-30,36
13488,133298,5961.78,10.75,2023-04-15,36
13489,106929,10979.84,18.33,2020-05-14,48
13490,114456,45980.41,7.73,2022-02-07,6
13491,186676,31082.32,13.78,2022-02-12,48
13492,183721,35608.31,8.31,2022-03-02,60
13493,137924,18028.11,10.03,2021-03-11,12
13494,124240,12823.85,19.24,2021-02-13,48
13495,187381,22828.55,13.98,2021-07-18,6
13496,109228,17696.97,6.34,2021-04-24,48
13497,121686,47282.19,5.37,2022-05-11,60
13498,111920,9080.87,12.32,2020-03-09,24
13499,107432,49594.08,10.6,2024-10-13,6
13500,163575,45416.31,15.48,2023-08-18,12
13501,171725,28986.51,8.68,2024-02-17,24
13502,193575,17778.88,11.05,2021-05-15,6
13503,133910,36458.57,15.98,2021-10-22,60
13504,130226,24552.56,11.59,2020-10-14,48
13505,173150,19371.85,8.54,2022-12-26,12
13506,159099,17293.64,7.44,2020-06-08,36
13507,186760,4928.6,9.26,2023-01-06,6
13508,118013,22299.34,13.77,2023-07-07,6
13509,121446,13144.11,14.8,2022-05-15,36
13510,170375,1954.69,9.16,2020-01-13,12
13511,162509,12431.81,9.79,2022-11-17,24
13512,195739,12503.54,13.37,2021-01-01,6
13513,100557,15809.08,13.35,2022-08-27,36
13514,130666,47322.53,14.51,2024-06-30,12
13515,137389,45082.82,10.63,2020-09-20,60
13516,147700,2568.82,5.32,2023-08-10,60
13517,199143,12670.92,19.04,2021-08-04,12
13518,124578,22670.64,13.95,2021-04-17,6
13519,174779,14611.31,14.02,2024-01-02,60
13520,109596,20366.87,15.92,2022-08-07,48
13521,157500,41700.28,19.36,2022-11-29,60
13522,172534,28894.78,10.06,2023-04-12,24
13523,110129,21545.73,8.97,2022-07-14,12
13524,163394,24806.31,19.04,2022-12-05,6
13525,166046,14460.92,10.73,2022-05-16,48
13526,111596,11290.31,11.43,2022-06-19,60
13527,165355,11406.89,19.31,2024-05-24,6
13528,112974,40131.99,16.42,2020-10-19,48
13529,166673,10479.01,11.25,2020-04-03,60
13530,193433,45647.2,9.58,2024-11-16,36
13531,170202,23018.29,7.0,2021-01-07,48
13532,174442,27140.01,11.74,2020-11-12,6
13533,121818,30937.76,18.21,2022-07-05,60
13534,143246,16006.08,18.77,2022-01-10,60
13535,155598,44882.52,14.42,2024-09-07,24
13536,102654,30807.77,8.08,2023-10-08,36
13537,133758,45075.62,14.98,2023-04-06,48
13538,124204,25867.54,18.08,2023-01-10,6
13539,134928,2909.38,18.86,2021-01-12,60
13540,153609,2526.23,14.86,2023-05-09,36
13541,130552,16076.89,9.13,2024-11-15,36
13542,110336,42519.0,15.81,2020-02-02,24
13543,147037,14055.84,12.34,2020-02-25,6
13544,116206,24737.41,19.04,2023-11-03,24
13545,134831,10875.52,14.45,2023-10-06,12
13546,143563,37752.69,5.84,2024-01-15,12
13547,118361,33817.73,15.1,2022-03-10,12
13548,141335,45222.49,12.25,2024-10-24,12
13549,174469,18398.39,14.95,2024-03-22,12
13550,125816,49259.67,7.06,2020-08-20,36
13551,115619,44005.73,19.25,2021-12-11,24
13552,192479,22973.65,15.32,2024-01-29,24
13553,126819,43153.48,10.7,2022-12-14,48
13554,111741,21816.38,15.16,2022-03-08,48
13555,108798,39588.04,12.86,2024-06-11,24
13556,125143,18643.48,19.13,2022-06-23,60
13557,149695,13510.55,5.79,2023-07-04,6
13558,132747,37143.06,9.78,2020-05-27,24
13559,199187,48265.42,8.47,2022-03-26,6
13560,121182,36595.6,6.97,2024-10-25,24
13561,109415,48845.1,13.96,2024-12-29,60
13562,111085,46106.14,12.81,2020-03-04,60
13563,115008,21888.45,14.44,2024-10-07,12
13564,187638,25746.29,12.63,2020-08-09,12
13565,118452,10330.92,16.68,2022-03-27,24
13566,164075,22519.86,16.92,2020-07-29,6
13567,108120,38593.0,9.06,2021-09-13,48
13568,164385,26601.74,19.79,2020-11-10,36
13569,173356,48698.66,19.09,2023-03-27,48
13570,118170,6631.5,9.29,2021-09-13,48
13571,116259,25879.29,14.49,2024-08-12,36
13572,122099,27073.48,13.01,2022-06-18,36
13573,109649,8292.31,19.52,2021-11-16,36
13574,195791,40056.33,16.96,2020-06-18,6
13575,159258,41089.05,12.92,2023-02-01,60
13576,141037,44972.09,15.78,2020-06-10,24
13577,111805,46914.89,16.32,2024-06-23,48
13578,143147,37624.24,8.89,2022-07-19,12
13579,174280,42245.35,12.95,2021-02-07,24
13580,146053,4576.62,14.41,2020-06-12,60
13581,197841,19807.16,8.65,2021-05-20,12
13582,191393,14964.21,11.63,2020-05-10,60
13583,176215,39899.25,12.67,2023-07-24,24
13584,195365,16118.86,14.67,2023-02-19,48
13585,110985,25551.43,8.9,2024-02-24,48
13586,193823,21765.31,16.56,2022-05-16,6
13587,112391,38166.95,6.92,2022-01-11,6
13588,104861,29260.89,10.03,2021-03-10,60
13589,163582,20339.14,11.58,2023-11-12,12
13590,151928,7420.37,13.05,2021-03-14,6
13591,134364,9001.58,10.02,2020-08-28,6
13592,182399,36353.7,7.51,2023-05-19,6
13593,197035,2642.04,18.05,2023-03-09,24
13594,193330,22487.3,15.49,2022-11-28,24
13595,142923,36766.18,15.23,2021-02-08,60
13596,107919,18876.09,10.68,2021-04-24,36
13597,155896,32882.67,13.05,2022-05-04,48
13598,185818,38679.36,15.55,2021-03-18,24
13599,147396,44122.59,8.75,2022-04-15,12
